sentences,keywords,cluster_ID_kmeans
You've seen AmericanSniper the movie Now read the real story of ChrisKyle ,"chriskyle, real story",2
"I would read American Sniper the book before watching movie ""by Chris Kyle"" ","chris kyle, chris, movie, kyle",0
"Si Michael Moore y Seth Rogen critican ""American Sniper"" y es dirigida por Clint Eastwood hay 3 razones suficientes para verla","verla, seth rogen, moore y, american sniper, clint eastwood, y es dirigida por clint eastwood hay",2
RTChrisKyleFan RIP to a true hero please honor his memory RIPChrisKyle AmericanSniper HonorChrisKyle ,"honorchriskyle, ripchriskyle, true hero",2
It is noteworthy that AmericanSniper has driven the left into paroxyms of hate ClintEastwood must have hit some kind of nerve again,"left, nerve, clinteastwood, kind, paroxyms",2
"If you have a problem with American Sniper or think Chris Kyle was a ""murderer"" then you're an idiot and can gtfo out of this country ASAP","idiot, chris kyle, asap, american, american sniper, murderer",0
Regardless of how you feel about ChrisKyle American Sniper is Hollywood brainwashing its best Increase islamaphobiawar is good mentality,"hollywood, chriskyle american sniper, increase, mentality",2
Send strong messages Go see AmericanSniper or Fury instead of the SOTU TONIGHT tcot ocra HonorChrisKyle,"honorchriskyle, fury, strong messages, americansniper",1
American Sniper was really good the ending tore me up But Bradley Cooper did an amazing job,"bradley cooper, job, american sniper",2
Meet the real AmericanSniper Cameron_Gray ICYMI In 2012 I was fortunate enough to interview ChrisKyle - ,"chriskyle, americansniper, real americansniper cameron_gray icymi, icymi",1
RealJamesWoods Scarlett210 INSTANT CLASSIC HonorChrisKyle ChrisKyleFrog AmericanSniper Montel_Williams,"chriskylefrog, montel_williams, americansniper",1
At NHLJets practice and thinking Harrison looks like Chris Kyle in American Sniper Excellent movie check it out,"american sniper excellent movie check, check, chris kyle, harrison, american sniper excellent",0
So glad American Sniper was made otherwise half of America would have never new who Chris Kyle was Glad we could recognize his legacy,"chris kyle, america, glad, half",0
The system that created Chris Kyle is the same system that killed him AmericanSniper,"chris kyle, same system, system",0
"Saw ""American Sniper"" this weekend Amazing story beautiful film Eastwood deserves an Oscar Go see it","oscar go, eastwood, weekend amazing story, american sniper, beautiful film eastwood, go",2
American Sniper completely covers up/ignores the fact that Chris Kyle was a big fat liar,"chris kyle, liar, fat",0
Y'all should go see AmericanSniper tonightTo hell with the SOTUGo honor son of TX Chris Kyle not community-organizing sumbitch Obama,"chris kyle, sotugo, obama, sotugo honor son, americansniper tonightto hell, tx chris kyle",0
American Sniper was Clint Eastwoods second-greatest work of fiction,"fiction, work, clint eastwoods",2
American Sniper Chris Kyle was a lying liar and Jesse Ventura proved it By mjs_DC GovJVentura ,"govjventura, mjs_dc, chris kyle, jesse ventura",0
AmericanSniper Chris Kyle ,"chris kyle, kyle",0
Agree with Sethrogen It's incredible that Tarantino made American Sniper before Eastwood did ,"eastwood, tarantino, american sniper",2
its bullshit they whitewashed Lee Boyd Malvo by casting bradley cooper as him in American Sniper,"bradley cooper, lee boyd malvo, cooper, bradley",2
American Sniper Chris Kyle and Liberal Loathing ,"chris kyle, loathing",0
This song was written to SupportOurTroops and to honor the life of ChrisKyle AmericanSniper Veterans america ,"america, life, chriskyle americansniper veterans",1
Definitely tryna read Chris Kyle's autobiography after watching American Sniper,"sniper, american, chris kyle 's, autobiography",0
"Question ""How do you make such great moviesI gots to know"" ClintEastwood AmericanSniper Hollywood Malpaso ","malpaso, clinteastwood americansniper hollywood malpaso, such great moviesi gots",1
American Sniper is what happens when you let Clint Eastwood take over the American Pie franchise,"the american pie, clint eastwood, american sniper",2
American Sniper was such a good movie Bradley Cooper did a really good job playing Chris Kyle If you haven't seen it yet GO SEE IT ASAP,"good job, good movie bradley cooper, chris kyle, bradley cooper, kyle",2
Moving video about widow of Chris Kyle (americansniper hunting in Wyoming ,"chris kyle, wyoming, americansniper hunting",0
The fascinating life of Chris Kyle the 'American Sniper' ,"chris kyle, american, american sniper",0
To all the naysayers snarking on Cooper's performance in AMERICAN SNIPER I give you THIS MASTERPIECE ,"cooper, masterpiece, american sniper",2
LOVED AmericanSniper Forget the haters get yourself (double quick to a cinema near you let Cooper Eastwood entertain your Ass ,"cinema, double quick, cooper eastwood, ass, haters",2
American Sniper was just  Bradley Cooper Sienna Miller were fab,"bradley cooper, sienna miller",2
Well Kyle lied RT dankois Jesse Ventura was awarded 18mil from estate of American Sniper Chris Kyle for what ,"chris kyle, american sniper chris kyle, kyle, american, estate, jesse ventura",0
Peek into the making of AmericanSniper --> Chris Kyles widow struggled with having husband portrayed on film ,"film, americansniper, chris kyles, husband, widow",0
Clint Eastwood American Sniper il film consigliato dal prof Del Zanna per comprendere le Guerre del Golfo iltempoelastoria MaxBernardini,"del, clint eastwood american sniper il film consigliato dal prof del zanna, maxbernardini, zanna, del zanna",2
American Sniper How army sharpshooter Chris Kyle's story has become a political battleground ,"chris kyle 's, story, battleground",0
The fascinating life of Chris Kyle the 'American Sniper' ,"chris kyle, american, american sniper",0
I can't believe people are criticizing Chris Kyle and American Sniper norespect,"chris kyle, sniper, american, norespect",0
People who are hating on American Sniper piss me off Chris Kyle is an American hero and so is everyone who fights for this great country,"chris kyle, american, chris, american hero",0
I just feel the need to say that American sniper was an amazing film and ChrisKyle is an hero,"chriskyle, hero, amazing film, american sniper",2
"What ""American Sniper"" the movie won't tell you about Chris Kyle This is the real American Sniper ","chris kyle, american, american sniper",0
Read TIME's 2013 interview with 'American Sniper' Chris Kyle ,"chris kyle, american, kyle, american sniper",0
"Fake plastic baby in American Sniper = wars of aggression over oil products Can we give ol' ""empty chair"" Eastwood that much credit","credit, eastwood, empty chair, american sniper, oil products",2
The real American Sniper Chris Kyle being interviewed on Conan ,"chris kyle, conan",0
_ArmandoJaleo yo acabo de ver American Snipery nono es una peli de solo de guerra buena historia real firmada por Clint Eastwood,"eastwood, peli, american, american snipery nono es una peli, clint eastwood",2
Actually Clint Eastwood is very anti-war (whatever you thought of 'American Sniper' ,"war, american, clint eastwood, american sniper",2
I saw the commercial for the movie American Sniper and now I know everything there is to know about Chris Kyle and will defend his honor,"chris kyle, movie, honor, american, american sniper",0
This Chris Kyle movie looks AWESOME AmericanSniper NationsPride ,"chris kyle, nationspride, americansniper",0
Move over Bradley Cooper CT's dauber246 is also in AmericanSniper See how he's using his sudden fame next on WFSBnews at 6,"dauber246, americansniper, sudden fame, bradley cooper ct 's, wfsbnews, fame",2
Just saw American Sniper - speechless ChrisKyleAmericanHero AmericanSniper,"chriskyleamericanhero, american, americansniper",1
After seeing American Sniper I had to get this wedge to rep Chris Kyle legend ,"chris kyle, legend, wedge, american sniper",0
'American Sniper' or 'Selma' How Christian is your movie choice ,"choice, christian, american sniper",2
DID THEY LOSE BUDGETING FOR AMERICAN SNIPER OR COULD THEY NOT TRUST BRADLEY COOPER WITH A REAL BABY ,"baby, with, cooper, american sniper or could, could, trust",2
My thoughts on AmericanSniper - its Clint more or less making that Nations Pride film from Inglourious Basterds Revisionist jingoism,"revisionist, nations pride, jingoism, clint, pride film, inglourious basterds",2
Ocar Nominated AmericanSniper opening EVERYWHERE Jan 16th based on the true story of America's most deadliest sniper Chris Kyle PJNET,"true story, chris kyle pjnet, everywhere jan 16th, pjnet, america",0
ORDER YOUR CHRIS KYLE GEAR BOOKS AT ,"chris kyle, books, at",0
"TRENDING (HonorChrisKyle Feb 2nd In memory of ""The Legend"" Chris Kyle (All day AmericanSniper PJNET","all day, memory, chris kyle, honorchriskyle feb 2nd, honorchriskyle feb, pjnet",0
WE THANK YOU CHRIS KYLE    AmericanHero AmericanSniper HonorChrisKyle ,"honorchriskyle, americanhero americansniper honorchriskyle, chris kyle",0
American sniper lived upto expectations  Chris kyle is top boi ,"boi, chris, upto expectations",0
Romans 134 AmericanSniper ChrisKyle ,chriskyle,2
If you have seen AmericanSniper turn to oreillyfactor on FoxNews he is re-airing his interview with Chris Kyle worth a watch,"chris kyle, watch, interview, foxnews, kyle, americansniper turn",0
washingtonpost I'd love to see a double feature of American Sniper and Sgt York - both featuring great actors named Cooper,"cooper, american, american sniper, sgt york-both, double feature",2
Imagine going to the cinema to watch American Sniper and it would just be a 2 hour long cut-comm of Bradley Cooper trickshotting in FFA,"sniper, bradley cooper, american, american sniper, ffa",2
American Sniper is a great film and Chris Kyle is an American hero fuck that ignorant bitch,"great film, chris kyle, american hero fuck, bitch, american sniper",0
American sniper is too good Chris Kyle is defiantly a hero in my books,chris kyle,0
The most powerful thing about American Sniper was when the movie ended the whole theatre was silent Chris Kyle was the man,"whole theatre, chris kyle, movie, man, kyle",0
Inside 'AmericanSniper' How Clint Eastwood Cast A Real Navy Seal ,"seal, clint eastwood, navy",2
American Sniper was such a great movie Chris Kyle is a true American hero hard to believe people can go to that movie and disrespect him,"american sniper, american hero, chris kyle, movie chris kyle",0
Nothing redeemable about ChrisKyle or AmericanSniper His own family was terrified of him He would have killed them but was taken out,"chriskyle, family, americansniper",1
"I'm starting a petition to recall""American Sniper"" until they hire an actual baby to play Chris Kyle's baby fav/retweet to sign","baby, retweet, actual baby, chris kyle 's, baby fav, recall""american sniper",0
Fact of the Day Patriots AmericanSniper ChrisKyle Veterans military ObamaFailYetAgain NeverForget ,"neverforget, day patriots, chriskyle veterans, obamafailyetagain",2
American sniper is by far my favorite movie I've ever seen or will see Chris Kyle was a true hero,"chris kyle, hero",0
In honor of the American Sniper we thank you for your service to our country  Rest in Peace Chris Kyle ,"chris, the american sniper, kyle",0
In honor of the American Sniper we thank you for your service to our country  Rest in Peace Chris Kyle ,"chris, the american sniper, kyle",0
American Sniper Clint Eastwood never disappoints,clint eastwood,2
American Sniper was a great movie  rest in peace Chris Kyle,"chris kyle, kyle, great movie, rest",0
Standing O for Clint Eastwood on AmericanSniper A beautiful and well-deserved tribute,"tribute, americansniper a, clint eastwood, americansniper a beautiful",1
If you want to properly memorialize Chris Kyle wipe your dog's ass with pages from his memoir daily AmericanSniper,"americansniper, memoir, chris kyle, ass, dog, pages",0
In honor of the American Sniper we thank you for your service to our country  Rest in Peace Chris Kyle ,"chris, the american sniper, kyle",0
American Sniper was an awesome movie and Chris Kyle is an American HERO and should be treated and talked about as such,"chris kyle, awesome movie, american hero, american sniper",0
"""LifeAsSoldier Chris Kyle was a Legend  ","legend, lifeassoldier chris kyle",0
CauseWereTexas Retweet if you support Chris Kyle AmericanSniper ,"causeweretexas retweet, chris kyle americansniper, americansniper",1
People need to shut up about American Sniper Chris Kyle is a hero Let the flag of freedom fly over the heads of those who doubt him ,"heads, chris kyle, flag, freedom, american",0
Cackling at the fake baby in American Sniper Way to cut that budget Clint ,"american sniper way, american, clint",2
American sniper by far the greatest movie I've ever seen R I P Chris Kyle and thank you for your service,"chris kyle, r, kyle, p chris kyle",0
s/o Bradley Cooper for AmericanSniper that's Georgetown right there ,"bradley cooper, georgetown, americansniper",2
Dont underestimate PTSD This movie has me deep in my feelings I salute you Chris Kyle A true American Hero AmericanSniper,"american hero americansniper, americansniper, chris kyle a",1
AmericanSniper HonorChrisKyle ChrisKyleFrog Wore my shirt to the movie RIP Chris Chad ,"chad, chris chad, movie, shirt, americansniper honorchriskyle chriskylefrog wore",1
AmericanSniper was one hell of a movie Thank you BradleyCooperUS and ChrisKyleFrog for bringing this to life,"life, chriskylefrog, bradleycooperus, movie",2
I just found a movie to put on the top of my list AmericanSniper forChrisKyle,"list, top, forchriskyle",2
AmericanSniper spent so much money getting Bradley Cooper that they couldn't afford a real baby for the movie ThatsADoll,"thatsadoll, much money, bradley cooper, cooper, real baby",2
mikandynothem THANK YOU CLINT EASTWOODGIVE US MORE AMERICAN SNIPER MOVIEYOU ARE THE BEST FORGET THE REST OF HOLLYWOOD PERVERTS,"sniper, us, clint eastwoodgive, movieyou, forget the rest of, perverts",2
Confused on why people are hating on Chris Kyle/American sniper If he didn't do his duty our people would have died so would our freedom,"american sniper, sniper, chris kyle, people",0
American sniper was lethal like Chris Kyle you legend,"chris kyle, kyle",0
Can't sleep after seeing American Sniper Chris Kyle is a legend Hooyah,"chris kyle, legend, hooyah",0
American Sniper author Chris Kyle responsible for over 160 kills shot dead in Texas ,"chris kyle, american sniper author, texas",0
"Ex-Navy SEAL flaming racist/Islamophobe Chris Kyle also author of ""American Sniper"" shot killed at a gun range ","chris kyle, range, american sniper, shot, gun, islamophobe chris kyle",0
swin24 thedailybeast AmericanSniper Thank you Bradley Cooperwell said,"swin24 thedailybeast americansniper, bradley cooperwell",1
The real man behind 'American Sniper' Chris Kyle's story ,"chris kyle 's, american, story, american sniper",0
American Sniper Chris Kyle was a liar and Jesse Ventura proved it By mjs_DC ,"chris kyle, liar, mjs_dc, jesse ventura",0
American Sniper What a film Chris kyle Wow Hero RIP,"american sniper, hero, chris, rip",2
"The fascinating life of Chris Kyle the ""American Sniper"" ","chris kyle, american, american sniper",0
Y Sarah Palin Takes American Snipr Criticism Personally Alaska AmericanSniper BradleyCooper ChrisKyles friends ,"bradleycooper, americansniper, friends, chriskyles, alaska, personally",1
AmericanSniper was hands down one of the best movies I've ever seen RIPChrisKyle you're a true hero and an inspiration to all thankyou ,"hands, inspiration, true hero, ripchriskyle, hero",2
"""American Sniper"" screenwriter explains why Clint Eastwood used such an obviously fake baby ","screenwriter, clint eastwood, eastwood",2
If you idolize a murderous sociopath and war criminal like Chris Kyle you are clearly an awful person AmericanSniper,"chris kyle, war criminal, americansniper",0
Fact of the Day Patriots AmericanSniper ChrisKyle Veterans military ObamaFailYetAgain NeverForget ,"neverforget, day patriots, chriskyle veterans, obamafailyetagain",2
Here's the story behind the story of AmericanSniper former Navy SEAL Chris Kyle ,"chris kyle, kyle",0
AmericanSniper' Could Complicate the Murder Trial of Chris Kyle's Killer ,"the murder trial, chris kyle, kyle, chris kyle 's, killer",0
In case AmericanSniper appeals to you remember that Chris Kyle served as a bodyguard for Sarah Palin Yuck jingoism propaganda,"chris kyle, jingoism, bodyguard, sarah palin yuck, propaganda",0
RETWEET IF YOU BELIEVE CHRIS KYLE IS AN AMERICAN HERO   AmericanSniper HonorChrisKyle ,"americansniper, honorchriskyle, chris kyle, american hero, hero",0
I love how everyone is worshiping Chris Kyle now after American sniper yet no one cared when he was all over the news when he died,"sniper, chris kyle, kyle, american, american sniper, one",0
Ultimate respect for Chris Kyle  (1974-2013 RIP Solider  AmericanSniper ,"americansniper, chris kyle, kyle, ultimate respect, solider",0
5 Things American Snipers Chris Kyle Allegedly Lied About ,chris kyle,0
So does American Sniper feature the part where Chris Kyle said he went to post-Katrina New Orleans with a friend to snipe some looters,"chris kyle, american sniper feature, new, orleans, friend, looters",0
HonorChrisKyle Beards4Chris thanks for the service can't wait to go see AmericanSniper this weekend ,"weekend, honorchriskyle beards4chris thanks",2
American Sniper Chris Kyle's Murder All About the Upcoming Trial ,"chris kyle 's, american sniper chris kyle, kyle, murder",0
'American Sniper' ChrisKyle Was a Good Christian Man Who Did Not 'Love War' ,"love war ', love, war, good christian man",2
All about the upcoming trial for the murder of AmericanSniper's Chris Kyle ,"chris kyle, kyle, americansniper",0
Actor Bradley Cooper 's 8000 calorie diet for 'American Sniper' film (,"film, bradley cooper 's, calorie diet, american, american sniper",2
"""Seth Rogen Never Heard of Her"" AmericanSniper ChrisKyle  cc jamieizskye fubar2k9 via marine buddies ","americansniper chriskyle, seth rogen, jamieizskye, cc jamieizskye, buddies",1
If people think american sniper is stereotyping the Middle East and that chris Kyle did something wrong I definitely hate you,"middle east, chris, chris kyle, east, the middle east, something",0
Bradley Cooper-Actor producer puppeteer ,"puppeteer, bradley cooper-actor",2
Interview with the Real AmericanSniper ChrisKyle on ConanOBrien show before he was killed ,real americansniper chriskyle,1
"Free Teleconference Listen to Chris Soth and Hal Croasmun break down the movie ""AMERICAN SNIPER"" with the Mini ","sniper, american sniper, movie, hal croasmun, chris soth",2
'American Sniper' What if both sides are missing Eastwood's point ,"eastwood, point, american sniper",2
"Watch ""American Sniper"" this weekend Could better VA care have prevented that PTSD-sufferering veteran from killing Chris Kyle AsktheWH","va, ptsd-sufferering veteran, askthewh, chris kyle askthewh",0
Opening today Oscar nominees abound Reese Witherspoon in WILD and Bradley Cooper in AMERICAN SNIPER,"sniper, reese witherspoon, wild, bradley cooper, cooper, oscar nominees",2
"PierPaoloBocci1 GaiaGaudenzi VannaRicci Bradley Cooper Visto in ""American Sniper"" ingrassato irriconoscibilequasi -","irriconoscibilequasi, gaiagaudenzi vannaricci bradley cooper visto, ingrassato irriconoscibilequasi, american sniper",2
I support Chris Kyle and everything he did AmericanSniper truehero,"chris kyle, truehero, americansniper, everything",0
"Bradley Cooper who played Chris Kyle in ""American Sniper"" visited soldiers at a TX hospital ","tx, chris kyle, hospital, american sniper, soldiers",0
"American Sniper author Jim DeFelice on WAN ""The movie gets better every time I see it"" Tells us Chris Kyle would laugh at any controversy","time, controversy, movie, kyle, jim defelice, tells us chris kyle",0
American sniper is a top film Bradley cooper was class,"bradley, class",2
AmericanSniper HonorChrisKyle ChrisKyle HonorChrisKyle ChrisKyleFrog,"americansniper honorchriskyle chriskyle, chriskylefrog, honorchriskyle",1
People will come out for a movie that holds valuetruth AmericanSniper ChrisKyleFrog HonorChrisKyle jasonhall8675 ,"jasonhall8675, chriskylefrog, americansniper, honorchriskyle",1
Is this reaction the goal of AmericanSniper Y'all need to research controversy behind Iraq war and Chris Kyle ,"iraq, iraq war, americansniper y'all, chris kyle, kyle",0
"Gawker editor Max Read calls American hero Chris Kyle (American Sniper a Military ""Braggadouche"" GamerGate ","gamergate, chris kyle, braggadouche, american, american sniper, american hero chris kyle",0
MT TODAYshow  Bradley Cooper surprises troops at AmericanSniper screening ,"bradley cooper, troops, americansniper",2
Chris Kyle Himself Had the Best Comeback to American Sniper Critics in a 2012 Conan Interview ,"sniper, chris kyle, the best comeback, critics, american sniper critics, conan interview",0
American Sniper is the best movie I've ever seen Anyone who has a problem with Chris Kyle can just leave the man is a hero,"chris kyle, man, best movie, anyone",0
Nobody even cared about who Chris Kyle was before the movie American sniper came out honestly,"chris kyle, american, movie, american sniper",0
American Sniper was everything I thought it would be and more GodBlessOurTroops GodBlessChrisKyle,"everything, godblesschriskyle",2
"""He is a hero"" Piers Morgan goes to the mat for Chris Kyle ","chris kyle, piers morgan, kyle, mat",0
If American Sniper doesn't win Best Picture I'm gonna be really pissed ChrisKyleAmericanHero,"chriskyleamericanhero, best picture",2
Saw American Sniper on Saturday and still can't get over Bradley Coopers beard,"saturday, beard, bradley coopers, american sniper",2
American sniper was one of the best movies I have ever watched RIPChrisKyle,"ripchriskyle, best movies, american sniper",2
"ATLHawks ""Kyle Korver is the real American Sniper"" HawksHeadline","american sniper "", real american sniper, kyle korver, hawksheadline",2
BBC News - American Sniper Was Chris Kyle really a hero ,"chris kyle, kyle, hero",0
"wbpictures/Instagram "" BradleyCooper and TayaKyle at the Dallas premiere of AmericanSniper"" ","dallas, tayakyle, americansniper",1
AmericanSniper it's not just hypethat movie is fantastic Respect to ChrisKyle and BradleyCooper -amazing story portrayed so well,"chriskyle, fantastic respect, bradleycooper -amazing story, bradleycooper",2
Todd Palin Heartland' Can See Through Liberal Hollywood About Chris Kyle Record-Breaking 'American Sniper' tcot ,"chris kyle record-breaking ', hollywood, todd palin heartland ', tcot, liberal hollywood, american sniper '",0
American Sniper was hands down the best movie I've ever seen Chris Kyle is a true American hero Legend DevilofRamadi,"hands, best movie, chris kyle, american sniper, deviloframadi",0
American sniper left me speechless Chris Kyle was a true hero A movie dedicated to him was well deserved RIPChrisKyle,"chris kyle, ripchriskyle, movie, true hero",0
Exclusive  Todd Palin Liberal Hollywo Chris Kyle Record-Breaking 'American Sniper' - Breitbart ,"chris kyle record-breaking ', sniper, breitbart, liberal hollywo chris, american sniper",0
You might disagree with the content of American sniper but you can't say Bradley cooper didn't do a great job Oscars2015 AmericanSniper,"bradley cooper, american, great job, american sniper, oscars2015",2
Chris Kyle Himself Had the Best Comeback to American Sniper Critics in This 2012 Conan Interview ,"sniper, chris kyle, the best comeback, critics, american sniper critics, conan interview",0
American Sniper was hands down the best movie I've ever seen RIPChrisKyle,"ripchriskyle, hands, best movie",2
American Sniper is probably the greatest movie of all time Chris Kyle is not only a hero but a true American Hoorah And God bless USA,"time, chris kyle, movie, greatest movie, usa",0
Wonder why Bradley cooper signed up to do this movie AmericanSniper,"cooper, americansniper",1
"The part of the American Sniper controversy I don't get is how did this sniperChris Kyledefend our ""freedoms"" in IraqWhat freedom was it","freedom, iraqwhat, sniperchris kyledefend, iraqwhat freedom",2
For everyone who has watched American Sniper the movie I highly recommend the book Way more important details on Chief Kyle's life,"life, book way, kyle, chief kyle, important details, american sniper",0
Exclusive  Todd Palin Heartland' Can See Thru Liberal H'wood About Chris Kyle Record-Breaking 'American Sniper' ,"sniper, todd palin heartland ', american, american sniper, chris kyle record-breaking, thru liberal h'wood",0
americansniper is an american classic incredible film about the heroism of the US military Clint Eastwood is a patriot and a genius,"american classic incredible film, us, clint eastwood",2
Review of Clint Eastwood's American Sniper starring Bradley Cooper ,"bradley cooper, clint eastwood 's, cooper, american sniper",2
Even The Troops Are Waking Up ChrisKyle AmericanSniper ,"chriskyle, americansniper",1
Saw AmericanSniper last night so powerful Annoyed FakeBaby don't let that distract from amazing movie BradleyCooper very believable,"bradleycooper, annoyed fakebaby, movie, amazing movie bradleycooper, americansniper last night",1
luvGodncountry - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
CrazyChefette 46 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"chris kyle, american sniper ' over obama 's empty chair, chair, american sniper",0
We're discussing '5 Things American Snipers Chris Kyle Allegedly Lied About' on vulture ,"chris kyle, things, american snipers",0
48yardline 372 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
"""and GWOT propagandist Clint Eastwood is milking the ChrisKyle cash cow with AmericanSniperhis contribution to the endless war effort""","cow, chriskyle, effort, endless war effort, chriskyle cash cow, contribution",2
maggiebeauchamp 150 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"chris kyle, american sniper ' over obama 's empty chair, chair, american sniper",0
GARY1010 990 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
ThomasPaine5 902 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
BlackIrishI 297 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
RETWEET IF YOU BELIEVE CHRIS KYLE IS AN AMERICAN HERO AmericanSniper HonorChrisKyle ,"honorchriskyle, chris kyle, american hero americansniper honorchriskyle",0
DrMartyFox 78 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
American Sniper Chris Kyle was like a brother to me' Dean Cain ,"chris kyle, dean cain, brother",0
"""American Sniper"" Chris Kyle claimed he was sent into New Orleans to pick off Katrina looters Read jarvisdeberry ","katrina, chris kyle, new orleans, looters",0
*watches american sniper* *suddenly knows everything about chris kyle* *suddenly a patriot*,"chris kyle, kyle, american sniper",0
mskimrose 533 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
American Sniper widow Tara Kyle hunts antelope in video Shes a pretty good shot in her own right    ,"tara kyle, antelope, good shot, right, shot, video",0
HonorChrisKyle marylene58 AZWS RIECKESKE bortellirose JGuybee jtgrable AZnealz Airborne82 See American Sniper to honor Chris Kyle,"sniper, chris, chris kyle, kyle, american, american sniper",0
kenzie_stokes Chris22lane hmu tho if u tryna watch american sniper,"chris22lane hmu tho, sniper",2
"Americans prefer Chris Kyle ""American Sniper"" over Soros-funded Obama lies - ""If you like your doctor "" list goes on -","sniper, chris kyle, soros-funded obama, obama, american sniper, soros-funded",0
afezio1952 695 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
CarrollStandard 24 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
Can't believe people people actually see Chris Kyle from American sniper as a bad guy,"sniper, american sniper, chris kyle, american, guy, people",0
Just finished American Sniper I'm dying for my shirt to pay respect to TheLegend ChrisKyleFrog ,"chriskylefrog, respect, shirt, american sniper",2
KarenDoe50 736 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
AndrewGatward 477 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
AmericanSniper HonorChrisKyle MarcusLuttrell SEALofHonor thought this would give ya'll a good laugh ,"americansniper honorchriskyle marcusluttrell, laugh, honorchriskyle marcusluttrell sealofhonor",1
Miller Time Thank God For Men Like American Sniper Chris Kyle via WestJournalism ,"god, chris kyle, american sniper chris kyle, kyle, men like american, westjournalism",0
Clint Eastwoods Scharfschtzendrama AmericanSniper hat in den USA eine heftige Debatte ausgelst ,"debatte, scharfschtzendrama americansniper, usa, ausgelst, clint eastwoods scharfschtzendrama americansniper hat",1
scleghorn2 353 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
consmover 182 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
BTW the man who killed American Sniper Chris Kyle goes to trial next month ,"chris kyle, month, next month",0
RT gerfingerpoken2 Americans Prefer Chris Kyle and 'American Sniper' Over 0bama's Empty Chair ,"chris kyle, empty chair, american, american sniper, 0bama, chair",0
"Loved ""American Sniper"" Until they showed the Cowboys' stadium And Bradley Cooper claims he's an Eagles fan dancecontestchampion","bradley cooper, dancecontestchampion, eagles, american sniper, fan",2
Oh so he dies Saved 12 RT peoplemag AmericanSniper Chris Kyle's widow How she's coping ,"chris kyle 's, widow, kyle, rt peoplemag americansniper chris kyle",0
American Sniper Chris Kyle was a beast,"chris kyle, beast",0
KiSS925 BlakesShow AdamWylde  Saw American SniperBrad 'Swoon' Cooper is beefy as was Chris Kyle in real lifewheresdabeef,"american sniperbrad, chris kyle, swoon ' cooper, lifewheresdabeef, swoon",0
Watched American Sniper today What an amazing movie Beards4Chris ,"today, watched american sniper, beards4chris",2
Victoriaokane 262 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
backatone000 365 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
MundoShow Bradley Cooper aument 20 kilos para su personaje en American Sniper ,"sniper, 20 kilos, cooper aument, american, kilos para, personaje",2
WhoWolfe 791 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
RT kennethmjohnson Clint Eastwood scores another hit with AmericanSniper 7pm at The Commodore Theatre ,"commodore, americansniper, theatre, pm, clint eastwood, the commodore theatre",1
